proteinID,Multiplex,Symbol,Uniprot,OlinkRef,Fluid,percent missing values,mean_NPX,Intraplate CV,Interplate CV,Short term biotemporal CV,Long term biotemporal CV,plasma CSF correlation
CARDIOVASCULAR III_IL-1RT1_P14778_OID00613,CARDIOVASCULAR III,IL-1RT1,P14778,OID00613,CSF,0,NA,NA,NA,3.4036632956871364,NA,-0.28558534114259576
CARDIOVASCULAR III_IL-1RT2_P27930_OID00627,CARDIOVASCULAR III,IL-1RT2,P27930,OID00627,CSF,2.127659574468085,NA,NA,NA,12.314492034226799,NA,0.25267402910097625
CARDIOVASCULAR III_IL-1RT2_P27930_OID00627,CARDIOVASCULAR III,IL-1RT2,P27930,OID00627,plasma,0.5952380952380952,5.781172058823529,1.6391833280579338,4.197811324865005,3.2877472175885467,2.6254828143601663,0.25267402910097625
CARDIOVASCULAR III_IL-6RA_P08887_OID00602,CARDIOVASCULAR III,IL-6RA,P08887,OID00602,plasma,0.5952380952380952,11.93836411764706,0.7589542039208278,1.7378600453051434,1.1122468545225344,0.9600040947040748,0.4232617392075967
CARDIOVASCULAR III_IL-6RA_P08887_OID00602,CARDIOVASCULAR III,IL-6RA,P08887,OID00602,CSF,0,NA,NA,NA,0.8261727677703083,NA,0.4232617392075967
CARDIOVASCULAR III_IL2-RA_P01589_OID00570,CARDIOVASCULAR III,IL2-RA,P01589,OID00570,CSF,0,NA,NA,NA,9.42355160260114,NA,0.686925195903733
CARDIOVASCULAR III_IL2-RA_P01589_OID00570,CARDIOVASCULAR III,IL2-RA,P01589,OID00570,plasma,0.5952380952380952,4.182461176470588,2.3199176903858443,5.035887069211514,4.971218469493144,4.73920447135311,0.686925195903733
CARDIOVASCULAR III_ITGB2_P05107_OID00565,CARDIOVASCULAR III,ITGB2,P05107,OID00565,plasma,0.5952380952380952,5.777292058823529,1.967390875826492,3.0668530937852396,2.9319159540319872,2.508490202473487,0.09764188686846374
CARDIOVASCULAR III_ITGB2_P05107_OID00565,CARDIOVASCULAR III,ITGB2,P05107,OID00565,CSF,0,NA,NA,NA,2.3582427486095097,NA,0.09764188686846374
CARDIOVASCULAR III_JAM-A_Q9Y624_OID00625,CARDIOVASCULAR III,JAM-A,Q9Y624,OID00625,CSF,0,NA,NA,NA,7.169131867486723,NA,-0.20109560513463595
CARDIOVASCULAR III_JAM-A_Q9Y624_OID00625,CARDIOVASCULAR III,JAM-A,Q9Y624,OID00625,plasma,0.5952380952380952,7.626116176470588,2.2060241911608913,13.11879417437435,7.298500405587135,7.621118417997004,-0.20109560513463595
CARDIOVASCULAR III_KLK6_Q92876_OID00647,CARDIOVASCULAR III,KLK6,Q92876,OID00647,CSF,0,NA,NA,NA,0.6893892644452245,NA,0.1785806390646368
CARDIOVASCULAR III_KLK6_Q92876_OID00647,CARDIOVASCULAR III,KLK6,Q92876,OID00647,plasma,0.5952380952380952,3.091069411764706,7.732582953958515,14.612988524377172,9.856269711802963,6.734167371890661,0.1785806390646368
CARDIOVASCULAR III_LDL receptor_P01130_OID00564,CARDIOVASCULAR III,LDL receptor,P01130,OID00564,plasma,0.5952380952380952,4.751707941176471,2.557771723074763,4.399757578195692,4.56695392219533,5.120429914846215,-0.05975669935272036
CARDIOVASCULAR III_LDL receptor_P01130_OID00564,CARDIOVASCULAR III,LDL receptor,P01130,OID00564,CSF,0,NA,NA,NA,2.8198217266347334,NA,-0.05975669935272036
CARDIOVASCULAR III_LTBR_P36941_OID00583,CARDIOVASCULAR III,LTBR,P36941,OID00583,plasma,0.5952380952380952,4.575252058823529,2.5004028243384626,4.193189562764742,4.6954258800111015,3.513301242422231,0.10638540526884337
CARDIOVASCULAR III_LTBR_P36941_OID00583,CARDIOVASCULAR III,LTBR,P36941,OID00583,CSF,0,NA,NA,NA,2.1176738358811606,NA,0.10638540526884337
CARDIOVASCULAR III_MB_P02144_OID00616,CARDIOVASCULAR III,MB,P02144,OID00616,CSF,0,NA,NA,NA,15.608692913932368,NA,0.22285107843505123
CARDIOVASCULAR III_MB_P02144_OID00616,CARDIOVASCULAR III,MB,P02144,OID00616,plasma,0.5952380952380952,7.364534117647059,2.137410035608181,3.0831940003902853,5.184369468826122,3.4437085911807297,0.22285107843505123
CARDIOVASCULAR III_MCP-1_P13500_OID00576,CARDIOVASCULAR III,MCP-1,P13500,OID00576,plasma,0.5952380952380952,4.4514426470588235,2.2874695954512547,3.7312445416178233,5.307789337561787,4.5506780585844115,0.5914845668451907
CARDIOVASCULAR III_MCP-1_P13500_OID00576,CARDIOVASCULAR III,MCP-1,P13500,OID00576,CSF,0,NA,NA,NA,1.157032858172216,NA,0.5914845668451907
CARDIOVASCULAR III_MEPE_Q9NQ76_OID00132,CARDIOVASCULAR III,MEPE,Q9NQ76,OID00132,CSF,0,NA,NA,NA,20.172929419441555,NA,0.08876318475739425
CARDIOVASCULAR III_MEPE_Q9NQ76_OID00132,CARDIOVASCULAR III,MEPE,Q9NQ76,OID00132,plasma,0.5952380952380952,5.491559705882353,2.0182564348087566,5.408047060012246,4.5092422800360445,3.4517844845373857,0.08876318475739425
CARDIOVASCULAR III_MMP-2_P08253_OID00614,CARDIOVASCULAR III,MMP-2,P08253,OID00614,plasma,0.5952380952380952,4.287527352941177,2.927537795191126,4.96210926356312,6.7964258973357055,4.865351341456313,0.20127885652377953
CARDIOVASCULAR III_MMP-2_P08253_OID00614,CARDIOVASCULAR III,MMP-2,P08253,OID00614,CSF,0,NA,NA,NA,3.4053451734291045,NA,0.20127885652377953
CARDIOVASCULAR III_MMP-3_P08254_OID00644,CARDIOVASCULAR III,MMP-3,P08254,OID00644,plasma,0.5952380952380952,8.025682352941176,1.3830430245365302,2.395519763415354,3.2420812735947604,3.0651925273901446,0.4516986120687369
CARDIOVASCULAR III_MMP-3_P08254_OID00644,CARDIOVASCULAR III,MMP-3,P08254,OID00644,CSF,0,NA,NA,NA,4.245969733695422,NA,0.4516986120687369
CARDIOVASCULAR III_MMP-9_P14780_OID00568,CARDIOVASCULAR III,MMP-9,P14780,OID00568,plasma,0.5952380952380952,5.51651205882353,2.4581584756936143,3.199903717860993,9.203746831487269,9.185904209583986,-0.31136381403454827
CARDIOVASCULAR III_MMP-9_P14780_OID00568,CARDIOVASCULAR III,MMP-9,P14780,OID00568,CSF,14.893617021276595,NA,NA,NA,59.02661425106298,NA,-0.31136381403454827
CARDIOVASCULAR III_MPO_P05164_OID00600,CARDIOVASCULAR III,MPO,P05164,OID00600,CSF,31.914893617021278,NA,NA,NA,-55.874708826004316,NA,NA
CARDIOVASCULAR III_MPO_P05164_OID00600,CARDIOVASCULAR III,MPO,P05164,OID00600,plasma,0.5952380952380952,3.7146182352941177,2.842250968827876,4.606763662341749,15.104037030566943,5.057139413767081,NA
CARDIOVASCULAR III_Notch 3_Q9UM47_OID00584,CARDIOVASCULAR III,Notch 3,Q9UM47,OID00584,CSF,0,NA,NA,NA,4.146994718253808,NA,0.4916115309970528
CARDIOVASCULAR III_Notch 3_Q9UM47_OID00584,CARDIOVASCULAR III,Notch 3,Q9UM47,OID00584,plasma,0.5952380952380952,5.9318308823529415,2.0285050769031936,4.202868063698903,4.277647946099106,2.8010948487894645,0.4916115309970528
CARDIOVASCULAR III_NT-proBNP_NA_OID00131,CARDIOVASCULAR III,NT-proBNP,"NA",OID00131,CSF,0,NA,NA,NA,3.5328833053552064,NA,0.2570319192418935
CARDIOVASCULAR III_NT-proBNP_NA_OID00131,CARDIOVASCULAR III,NT-proBNP,"NA",OID00131,plasma,0.5952380952380952,4.590701764705883,2.704480786341457,7.3383652840522755,10.816530886524557,8.535566690674825,0.2570319192418935
CARDIOVASCULAR III_OPG_O00300_OID00571,CARDIOVASCULAR III,OPG,O00300,OID00571,plasma,0.5952380952380952,4.2683220588235296,2.7641938340780006,4.474165781358172,5.086180474485765,3.7543867389949397,0.5383185401650776
CARDIOVASCULAR III_OPG_O00300_OID00571,CARDIOVASCULAR III,OPG,O00300,OID00571,CSF,0,NA,NA,NA,2.22166057839195,NA,0.5383185401650776
CARDIOVASCULAR III_OPN_P10451_OID00621,CARDIOVASCULAR III,OPN,P10451,OID00621,plasma,0.5952380952380952,7.606830882352941,1.515999854404342,3.9541626876942297,2.5728716702532264,2.7247943666519587,0.1706784267936729
CARDIOVASCULAR III_OPN_P10451_OID00621,CARDIOVASCULAR III,OPN,P10451,OID00621,CSF,0,NA,NA,NA,0.5584338205566792,NA,0.1706784267936729
CARDIOVASCULAR III_PAI_P05121_OID00591,CARDIOVASCULAR III,PAI,P05121,OID00591,CSF,0,NA,NA,NA,4.231997660068447,NA,-0.1228372392548035
CARDIOVASCULAR III_PAI_P05121_OID00591,CARDIOVASCULAR III,PAI,P05121,OID00591,plasma,0.5952380952380952,6.545728235294117,2.2498288130997532,10.98759430516322,12.37005312756174,6.083722124096258,-0.1228372392548035
CARDIOVASCULAR III_PCSK9_Q8NBP7_OID00619,CARDIOVASCULAR III,PCSK9,Q8NBP7,OID00619,plasma,0.5952380952380952,3.942208235294118,2.2092665684497765,4.209917212229707,8.291546864729808,4.620954649871595,-0.02784682858477018
CARDIOVASCULAR III_PCSK9_Q8NBP7_OID00619,CARDIOVASCULAR III,PCSK9,Q8NBP7,OID00619,CSF,0,NA,NA,NA,12.83199840474319,NA,-0.02784682858477018
CARDIOVASCULAR III_PDGF subunit A_P04085_OID00648,CARDIOVASCULAR III,PDGF subunit A,P04085,OID00648,CSF,0,NA,NA,NA,7.907225392327373,NA,-0.079163420468013
CARDIOVASCULAR III_PDGF subunit A_P04085_OID00648,CARDIOVASCULAR III,PDGF subunit A,P04085,OID00648,plasma,0.5952380952380952,4.887709411764706,3.130812592138061,14.607718642672328,29.88388727410522,9.414122401095497,-0.079163420468013
CARDIOVASCULAR III_PECAM-1_P16284_OID00652,CARDIOVASCULAR III,PECAM-1,P16284,OID00652,CSF,0,NA,NA,NA,5.940768434066961,NA,0.3020822739788886
CARDIOVASCULAR III_PECAM-1_P16284_OID00652,CARDIOVASCULAR III,PECAM-1,P16284,OID00652,plasma,0.5952380952380952,6.703080588235294,2.1810193133842106,12.357934013701625,6.764857235081562,5.927289474838197,0.3020822739788886
CARDIOVASCULAR III_PGLYRP1_O75594_OID00623,CARDIOVASCULAR III,PGLYRP1,O75594,OID00623,plasma,0.5952380952380952,7.438646470588235,1.5025907024730987,2.582386024522455,2.908888791648574,3.127740275627783,0.12492227872817419
CARDIOVASCULAR III_PGLYRP1_O75594_OID00623,CARDIOVASCULAR III,PGLYRP1,O75594,OID00623,CSF,0,NA,NA,NA,5.873966939833381,NA,0.12492227872817419
CARDIOVASCULAR III_PI3_P19957_OID00609,CARDIOVASCULAR III,PI3,P19957,OID00609,plasma,0.5952380952380952,2.6636076470588237,7.104257723323992,12.918306293795963,11.080049952233017,7.623366600523213,0.7360029820186899
CARDIOVASCULAR III_PI3_P19957_OID00609,CARDIOVASCULAR III,PI3,P19957,OID00609,CSF,2.127659574468085,NA,NA,NA,-148.98735066863512,NA,0.7360029820186899
CARDIOVASCULAR III_PLC_P98160_OID00582,CARDIOVASCULAR III,PLC,P98160,OID00582,CSF,0,NA,NA,NA,0.7689211323285718,NA,0.2211603267646525
CARDIOVASCULAR III_PLC_P98160_OID00582,CARDIOVASCULAR III,PLC,P98160,OID00582,plasma,0.5952380952380952,8.384495882352942,1.1496748987157872,2.045411441266833,2.055889415763394,1.566589024119315,0.2211603267646525
CARDIOVASCULAR III_PON3_Q15166_OID00642,CARDIOVASCULAR III,PON3,Q15166,OID00642,CSF,36.17021276595745,NA,NA,NA,-24.407630687981268,NA,NA
CARDIOVASCULAR III_PON3_Q15166_OID00642,CARDIOVASCULAR III,PON3,Q15166,OID00642,plasma,0.5952380952380952,7.149419705882353,1.7790595456036185,3.403291550549892,3.3829300358387617,3.0115837296160355,NA
CARDIOVASCULAR III_PRTN3_P24158_OID00618,CARDIOVASCULAR III,PRTN3,P24158,OID00618,CSF,27.659574468085108,NA,NA,NA,1419.9087677811913,NA,NA
CARDIOVASCULAR III_PRTN3_P24158_OID00618,CARDIOVASCULAR III,PRTN3,P24158,OID00618,plasma,0.5952380952380952,4.093341470588236,2.507792300507295,4.952132942718265,11.29176420762866,5.628794465128051,NA
CARDIOVASCULAR III_PSP-D_P35247_OID00608,CARDIOVASCULAR III,PSP-D,P35247,OID00608,plasma,0.5952380952380952,3.319980294117647,4.474054680618024,6.761645885921043,5.884903310007513,5.961399471696822,0.03956817552675195
CARDIOVASCULAR III_PSP-D_P35247_OID00608,CARDIOVASCULAR III,PSP-D,P35247,OID00608,CSF,19.148936170212767,NA,NA,NA,22.717991094607836,NA,0.03956817552675195
CARDIOVASCULAR III_RARRES2_Q99969_OID00645,CARDIOVASCULAR III,RARRES2,Q99969,OID00645,CSF,0,NA,NA,NA,1.6168539500533199,NA,-0.049193643282738224
CARDIOVASCULAR III_RARRES2_Q99969_OID00645,CARDIOVASCULAR III,RARRES2,Q99969,OID00645,plasma,0.5952380952380952,11.819961176470589,0.799395704306643,1.418844776998121,1.781522494839964,1.1702135281208432,-0.049193643282738224
CARDIOVASCULAR III_RETN_Q9HD89_OID00603,CARDIOVASCULAR III,RETN,Q9HD89,OID00603,plasma,0.5952380952380952,6.145515,1.582559636461993,2.6339712763417373,3.421429114734731,2.935292845630218,0.2208561019232898
CARDIOVASCULAR III_RETN_Q9HD89_OID00603,CARDIOVASCULAR III,RETN,Q9HD89,OID00603,CSF,0,NA,NA,NA,10.81418340710535,NA,0.2208561019232898
CARDIOVASCULAR III_SCGB3A2_Q96PL1_OID00636,CARDIOVASCULAR III,SCGB3A2,Q96PL1,OID00636,plasma,0.5952380952380952,3.0926223529411763,3.5138255430689624,6.900379279287271,9.811630189988623,6.418061896048768,0.3292505313340468
CARDIOVASCULAR III_SCGB3A2_Q96PL1_OID00636,CARDIOVASCULAR III,SCGB3A2,Q96PL1,OID00636,CSF,10.638297872340425,NA,NA,NA,193.1312329642198,NA,0.3292505313340468
CARDIOVASCULAR III_SELE_P16581_OID00596,CARDIOVASCULAR III,SELE,P16581,OID00596,plasma,0.5952380952380952,12.002537352941177,0.6489324451753284,2.123393758074857,2.035892826244631,1.5354999074864575,0.2971043368050509
CARDIOVASCULAR III_SELE_P16581_OID00596,CARDIOVASCULAR III,SELE,P16581,OID00596,CSF,0,NA,NA,NA,7.3882857629278185,NA,0.2971043368050509
CARDIOVASCULAR III_SELP_P16109_OID00574,CARDIOVASCULAR III,SELP,P16109,OID00574,CSF,0,NA,NA,NA,13.48095189097993,NA,-7.847127790145376e-5
CARDIOVASCULAR III_SELP_P16109_OID00574,CARDIOVASCULAR III,SELP,P16109,OID00574,plasma,0.5952380952380952,11.501679705882353,1.3794085663298663,7.138527850346542,2.5888789321170043,3.4585618663022464,-7.847127790145376e-5
CARDIOVASCULAR III_SHPS-1_P78324_OID00628,CARDIOVASCULAR III,SHPS-1,P78324,OID00628,plasma,0.5952380952380952,4.015719411764706,2.2487162464179966,4.320168442417347,3.402659562041757,3.4529479964746073,0.6042945495660947
CARDIOVASCULAR III_SHPS-1_P78324_OID00628,CARDIOVASCULAR III,SHPS-1,P78324,OID00628,CSF,0,NA,NA,NA,0.9917242495642689,NA,0.6042945495660947
CARDIOVASCULAR III_SPON1_Q9HCB6_OID00599,CARDIOVASCULAR III,SPON1,Q9HCB6,OID00599,plasma,0.5952380952380952,2.6828879411764706,3.85971780065882,7.375678442305076,27.264622874507463,6.4223099565498964,0.37730655783403066
CARDIOVASCULAR III_SPON1_Q9HCB6_OID00599,CARDIOVASCULAR III,SPON1,Q9HCB6,OID00599,CSF,0,NA,NA,NA,9.974249090618809,NA,0.37730655783403066
CARDIOVASCULAR III_ST2_Q01638_OID00634,CARDIOVASCULAR III,ST2,Q01638,OID00634,CSF,0,NA,NA,NA,15.357760192838077,NA,0.7711683579914836
CARDIOVASCULAR III_ST2_Q01638_OID00634,CARDIOVASCULAR III,ST2,Q01638,OID00634,plasma,0.5952380952380952,4.967963529411765,2.478433123888066,4.239499382629708,3.5456124360171977,3.6391816431107444,0.7711683579914836
CARDIOVASCULAR III_t-PA_P00750_OID00635,CARDIOVASCULAR III,t-PA,P00750,OID00635,CSF,0,NA,NA,NA,4.969695345770659,NA,0.28399151352163277
CARDIOVASCULAR III_t-PA_P00750_OID00635,CARDIOVASCULAR III,t-PA,P00750,OID00635,plasma,0.5952380952380952,6.901632058823529,1.4402346577413232,3.4760690386504507,6.522035484391348,4.605726770751107,0.28399151352163277
CARDIOVASCULAR III_TFF3_Q07654_OID00573,CARDIOVASCULAR III,TFF3,Q07654,OID00573,plasma,0.5952380952380952,5.334816176470588,2.1313006927855307,3.667371626151423,3.8984961124795623,3.073488031487747,0.08269937407338608
CARDIOVASCULAR III_TFF3_Q07654_OID00573,CARDIOVASCULAR III,TFF3,Q07654,OID00573,CSF,0,NA,NA,NA,1.2181643717881334,NA,0.08269937407338608
CARDIOVASCULAR III_TFPI_P10646_OID00590,CARDIOVASCULAR III,TFPI,P10646,OID00590,CSF,0,NA,NA,NA,4.516246148949129,NA,0.20042144838097323
CARDIOVASCULAR III_TFPI_P10646_OID00590,CARDIOVASCULAR III,TFPI,P10646,OID00590,plasma,0.5952380952380952,9.554040294117646,1.2303219404569605,2.214780683587549,1.875442860048454,1.6201413296615588,0.20042144838097323
CARDIOVASCULAR III_TIMP4_Q99727_OID00585,CARDIOVASCULAR III,TIMP4,Q99727,OID00585,CSF,0,NA,NA,NA,2.4274460303438574,NA,0.2934633417742902
CARDIOVASCULAR III_TIMP4_Q99727_OID00585,CARDIOVASCULAR III,TIMP4,Q99727,OID00585,plasma,0.5952380952380952,4.079839705882353,2.6482735396470636,4.966019584377021,5.265149809091904,4.600602879391061,0.2934633417742902
CARDIOVASCULAR III_TLT-2_Q5T2D2_OID00588,CARDIOVASCULAR III,TLT-2,Q5T2D2,OID00588,CSF,76.59574468085107,NA,NA,NA,NA,NA,NA
CARDIOVASCULAR III_TLT-2_Q5T2D2_OID00588,CARDIOVASCULAR III,TLT-2,Q5T2D2,OID00588,plasma,0.5952380952380952,5.956975588235294,2.166513031892021,3.5749660841924324,5.038509131081522,4.197303887594604,NA
CARDIOVASCULAR III_TNF-R1_P19438_OID00649,CARDIOVASCULAR III,TNF-R1,P19438,OID00649,plasma,0.5952380952380952,7.364709117647059,1.6548471939101341,3.1419750404841857,2.443605937744491,2.524677570898206,0.38726982064621035
CARDIOVASCULAR III_TNF-R1_P19438_OID00649,CARDIOVASCULAR III,TNF-R1,P19438,OID00649,CSF,0,NA,NA,NA,1.3945703409436498,NA,0.38726982064621035
CARDIOVASCULAR III_TNF-R2_P20333_OID00567,CARDIOVASCULAR III,TNF-R2,P20333,OID00567,plasma,0.5952380952380952,6.425148823529412,1.660668974730384,3.7345836522344533,2.976040854383224,2.822433186046303,0.2664475271112471
CARDIOVASCULAR III_TNF-R2_P20333_OID00567,CARDIOVASCULAR III,TNF-R2,P20333,OID00567,CSF,0,NA,NA,NA,1.7975271522176952,NA,0.2664475271112471
CARDIOVASCULAR III_TNFRSF10C_O14798_OID00594,CARDIOVASCULAR III,TNFRSF10C,O14798,OID00594,CSF,0,NA,NA,NA,3.3157344289915036,NA,0.30652691496377416
CARDIOVASCULAR III_TNFRSF10C_O14798_OID00594,CARDIOVASCULAR III,TNFRSF10C,O14798,OID00594,plasma,0.5952380952380952,7.252110882352941,1.2035565248781173,2.2579629404472215,3.691647049836039,2.339775583315784,0.30652691496377416
CARDIOVASCULAR III_TNFRSF14_Q92956_OID00563,CARDIOVASCULAR III,TNFRSF14,Q92956,OID00563,CSF,0,NA,NA,NA,1.476584742234227,NA,-0.03871720456570788
CARDIOVASCULAR III_TNFRSF14_Q92956_OID00563,CARDIOVASCULAR III,TNFRSF14,Q92956,OID00563,plasma,0.5952380952380952,5.739881176470588,2.3615076701294253,6.865166762724297,3.2487654455777597,3.832228717692391,-0.03871720456570788
CARDIOVASCULAR III_TNFSF13B_Q9Y275_OID00617,CARDIOVASCULAR III,TNFSF13B,Q9Y275,OID00617,plasma,0.5952380952380952,7.144335588235294,1.3922551101177767,3.2387729329607513,3.090423890887125,2.8102414482558644,0.3148896649355826
CARDIOVASCULAR III_TNFSF13B_Q9Y275_OID00617,CARDIOVASCULAR III,TNFSF13B,Q9Y275,OID00617,CSF,0,NA,NA,NA,1.6512056871909535,NA,0.3148896649355826
CARDIOVASCULAR III_TR_P02786_OID00593,CARDIOVASCULAR III,TR,P02786,OID00593,plasma,0.5952380952380952,6.336941470588235,1.3173641244071104,2.155851110902362,5.808834053664258,4.35800787621484,0.15461342938446102
CARDIOVASCULAR III_TR_P02786_OID00593,CARDIOVASCULAR III,TR,P02786,OID00593,CSF,0,NA,NA,NA,12.82428350681986,NA,0.15461342938446102
CARDIOVASCULAR III_TR-AP_P13686_OID00606,CARDIOVASCULAR III,TR-AP,P13686,OID00606,plasma,0.5952380952380952,4.031275294117647,2.5732850899146076,5.764843100146889,4.47678800903898,4.233688340012139,-0.2638399656798952
CARDIOVASCULAR III_TR-AP_P13686_OID00606,CARDIOVASCULAR III,TR-AP,P13686,OID00606,CSF,0,NA,NA,NA,5.954642842902894,NA,-0.2638399656798952
CARDIOVASCULAR III_U-PAR_Q03405_OID00620,CARDIOVASCULAR III,U-PAR,Q03405,OID00620,CSF,0,NA,NA,NA,1.6836363954211828,NA,0.15669147951546308
CARDIOVASCULAR III_U-PAR_Q03405_OID00620,CARDIOVASCULAR III,U-PAR,Q03405,OID00620,plasma,0.5952380952380952,5.849039705882353,2.1761665694259142,3.650691310618255,4.031143061553214,2.984908781418221,0.15669147951546308
CARDIOVASCULAR III_uPA_P00749_OID00631,CARDIOVASCULAR III,uPA,P00749,OID00631,CSF,0,NA,NA,NA,3.825981497984678,NA,-0.23797505339794126
CARDIOVASCULAR III_uPA_P00749_OID00631,CARDIOVASCULAR III,uPA,P00749,OID00631,plasma,0.5952380952380952,5.077757058823529,1.6767127311749523,3.800205722419622,3.3073031349307445,3.343000664079216,-0.23797505339794126
CARDIOVASCULAR III_vWF_P04275_OID00651,CARDIOVASCULAR III,vWF,P04275,OID00651,CSF,40.42553191489361,NA,NA,NA,16.61550738609302,NA,NA
CARDIOVASCULAR III_vWF_P04275_OID00651,CARDIOVASCULAR III,vWF,P04275,OID00651,plasma,0.5952380952380952,5.725454411764706,2.016631409957691,5.0979928417869935,12.63623616395551,4.225427286121331,NA
IMMUNO-ONCOLOGY_ADA_P00813_OID00775,IMMUNO-ONCOLOGY,ADA,P00813,OID00775,CSF,0,NA,NA,NA,2.5387123574717396,NA,0.017902679811232412
IMMUNO-ONCOLOGY_ADA_P00813_OID00775,IMMUNO-ONCOLOGY,ADA,P00813,OID00775,plasma,0,4.372148611111111,2.767990376597923,5.256271733652556,4.050237043858487,4.992821137872629,0.017902679811232412
IMMUNO-ONCOLOGY_ADGRG1_Q9Y653_OID00764,IMMUNO-ONCOLOGY,ADGRG1,Q9Y653,OID00764,plasma,0.3968253968253968,2.2447844444444445,6.822037528537798,5.137394547070591,7.631631190376953,7.28906439146772,0.0029579844975567288
IMMUNO-ONCOLOGY_ADGRG1_Q9Y653_OID00764,IMMUNO-ONCOLOGY,ADGRG1,Q9Y653,OID00764,CSF,0,NA,NA,NA,5.5799662079359456,NA,0.0029579844975567288
IMMUNO-ONCOLOGY_ANG-1_Q15389_OID00760,IMMUNO-ONCOLOGY,ANG-1,Q15389,OID00760,plasma,0,9.301601111111111,1.5412158792467041,6.798927390738288,8.718725222638291,5.115883655334571,-0.042543838323920134
IMMUNO-ONCOLOGY_ANG-1_Q15389_OID00760,IMMUNO-ONCOLOGY,ANG-1,Q15389,OID00760,CSF,0,NA,NA,NA,6.019843680419898,NA,-0.042543838323920134
IMMUNO-ONCOLOGY_ANGPT2_O15123_OID00822,IMMUNO-ONCOLOGY,ANGPT2,O15123,OID00822,CSF,0,NA,NA,NA,8.62495038989443,NA,0.2569904877180985
IMMUNO-ONCOLOGY_ANGPT2_O15123_OID00822,IMMUNO-ONCOLOGY,ANGPT2,O15123,OID00822,plasma,0,5.850040277777778,1.8580624157816807,1.9253012626651134,4.002342127415414,2.5318456448433158,0.2569904877180985
IMMUNO-ONCOLOGY_ARG1_P05089_OID00815,IMMUNO-ONCOLOGY,ARG1,P05089,OID00815,CSF,97.87234042553192,NA,NA,NA,NA,NA,NA
IMMUNO-ONCOLOGY_ARG1_P05089_OID00815,IMMUNO-ONCOLOGY,ARG1,P05089,OID00815,plasma,85.71428571428571,NA,NA,NA,NA,NA,NA
IMMUNO-ONCOLOGY_CAIX_Q16790_OID00773,IMMUNO-ONCOLOGY,CAIX,Q16790,OID00773,CSF,0,NA,NA,NA,1.2136899937438856,NA,0.25209334664959515
IMMUNO-ONCOLOGY_CAIX_Q16790_OID00773,IMMUNO-ONCOLOGY,CAIX,Q16790,OID00773,plasma,0,5.635590277777777,1.2303890188694275,2.493454081089176,3.3946147800525157,3.919231052365088,0.25209334664959515
IMMUNO-ONCOLOGY_CASP-8_Q14790_OID00827,IMMUNO-ONCOLOGY,CASP-8,Q14790,OID00827,CSF,0,NA,NA,NA,23.316815975941164,NA,-0.08811418005017763
IMMUNO-ONCOLOGY_CASP-8_Q14790_OID00827,IMMUNO-ONCOLOGY,CASP-8,Q14790,OID00827,plasma,0,6.269517777777778,2.198549637449202,6.155332890347852,13.163051510556938,8.099634557961167,-0.08811418005017763
IMMUNO-ONCOLOGY_CCL17_Q92583_OID00821,IMMUNO-ONCOLOGY,CCL17,Q92583,OID00821,CSF,0,NA,NA,NA,21.385165717789246,NA,-0.21330329067603607
IMMUNO-ONCOLOGY_CCL17_Q92583_OID00821,IMMUNO-ONCOLOGY,CCL17,Q92583,OID00821,plasma,0,8.24224,1.6145787553017767,5.842449212148819,6.694437946671618,5.22170969850417,-0.21330329067603607
IMMUNO-ONCOLOGY_CCL19_Q99731_OID00794,IMMUNO-ONCOLOGY,CCL19,Q99731,OID00794,CSF,0,NA,NA,NA,11.400011000643712,NA,0.41151649627749753
IMMUNO-ONCOLOGY_CCL19_Q99731_OID00794,IMMUNO-ONCOLOGY,CCL19,Q99731,OID00794,plasma,0,9.978498055555555,0.8134312960546145,2.158210983042844,2.5851759017762794,3.0410860953275978,0.41151649627749753
IMMUNO-ONCOLOGY_CCL20_P78556_OID00837,IMMUNO-ONCOLOGY,CCL20,P78556,OID00837,CSF,48.93617021276596,NA,NA,NA,106.96740631047359,NA,NA
IMMUNO-ONCOLOGY_CCL20_P78556_OID00837,IMMUNO-ONCOLOGY,CCL20,P78556,OID00837,plasma,0,6.351473888888889,1.1196752711373508,2.934293100651801,9.832224722918612,7.276278617414669,NA
IMMUNO-ONCOLOGY_CCL23_P55773_OID00811,IMMUNO-ONCOLOGY,CCL23,P55773,OID00811,plasma,0,10.550771388888888,0.7984068948959894,1.6321036053179843,2.746319627825759,1.843844964319912,-0.3160478042954071
IMMUNO-ONCOLOGY_CCL23_P55773_OID00811,IMMUNO-ONCOLOGY,CCL23,P55773,OID00811,CSF,0,NA,NA,NA,11.797704419597844,NA,-0.3160478042954071
IMMUNO-ONCOLOGY_CCL3_P10147_OID00813,IMMUNO-ONCOLOGY,CCL3,P10147,OID00813,CSF,0,NA,NA,NA,5.607314914185573,NA,0.6688290320269942
IMMUNO-ONCOLOGY_CCL3_P10147_OID00813,IMMUNO-ONCOLOGY,CCL3,P10147,OID00813,plasma,0,5.984606111111111,1.56568021286624,2.987030369926856,5.1574463018757415,3.7043150669131197,0.6688290320269942
IMMUNO-ONCOLOGY_CCL4_P13236_OID00796,IMMUNO-ONCOLOGY,CCL4,P13236,OID00796,plasma,0,7.659888333333333,1.786166788635365,2.851475013967434,4.191203283204707,3.7846279791508084,0.6843519749019873
